Wavelength	I	Idark	R	Rdark	XCorrect	Ic	Rc	Ic/Rc
nm	uA	uA	uA	uA				
	Abs Detector Raw	Dark Offset for Abs Detector	Ref Detector Raw	Dark Offset for Ref Detector	Linear interp 	Dark subtracted Abs Detecto	Corrected Ref Detector	Corrected Intensity
740	0.766601327503219		0.805438650346079		1.11617469787598	0.756681267718867	0.894738305611142	0.845701210033724
737	0.891907264197345		0.938928339448911		1.11252617835999	0.881987204412994	1.04032438462704	0.847800183717877
734	1.10085702379943		1.16359848930801		1.1074481010437	1.09093696401508	1.28438640007819	0.849383771074396
731	1.20876690648592		1.28223906347994		1.10097706317902	1.19884684670157	1.40750202773031	0.851754969500678
728	1.22421627013269		1.30409811948391		1.09382593631744	1.21429621034834	1.42226994543642	0.853773374206914
725	1.2382570385092		1.32578297657499		1.08703660964966	1.22833697872485	1.43701421562654	0.854784152701855
722	1.28037600348983		1.37707744048136		1.08117377758026	1.27045594370548	1.48472204080836	0.855686053541558
719	1.33146766130569		1.43858599278685		1.07653081417084	1.32154760152134	1.54456194255091	0.855613209877972
716	1.30129770293015		1.41034898118093		1.07296395301819	1.2913776431458	1.50914706191583	0.855700332813439
713	1.12355061043971		1.21905478944042		1.07008218765259	1.11363055065536	1.30039328926916	0.856379804359987
710	0.877642461703075		0.952713242347931		1.06664419174194	0.867722401918723	1.01212367790781	0.857328428194088
707	0.634145894377699		0.691039850144014		1.06151580810547	0.624225834593348	0.729486984388554	0.855705239369782
704	0.495612131808694		0.544773835103465		1.05424511432648	0.485692072024343	0.57029024063453	0.851657695358666
701	0.410160847360102		0.456842500005602		1.04489290714264	0.40024078757575	0.473352368213372	0.845545125476872
698	0.365918913332782		0.413432742183453		1.03591132164001	0.355998853548431	0.424314913872376	0.838996796741174
695	0.380717585759001		0.433718420202982		1.03069472312927	0.37079752597465	0.44308650802801	0.83685131290707
692	0.430452483936735		0.492505124985172		1.03007698059082	0.420532424152384	0.503375777357731	0.835424434524442
689	0.479357029334584		0.549660945984816		1.03128290176392	0.469436969550233	0.562908905225644	0.833948379910701
686	0.50366210125895		0.578257241036566		1.03159546852112	0.493742041474599	0.592579323069891	0.833208352456072
683	0.508877369182447		0.585087081097166		1.03047323226929	0.498957309398095	0.598972644330233	0.833021865223955
680	0.49733473312017		0.572613439179235		1.02871644496918	0.487414673335819	0.585119653960954	0.8330170932326
677	0.504483388792289		0.582199645195618		1.02669847011566	0.494563329007938	0.593814000888421	0.832858989966569
674	0.521437108817319		0.603165753815455		1.02431344985962	0.511517049032968	0.613910438182623	0.833211193716182
671	0.533713306583207		0.618635753448464		1.02164971828461	0.523793246798856	0.628118882188808	0.833907818490653
668	0.544048009605877		0.631939865638955		1.01878011226654	0.534127949821525	0.639908589064891	0.834694140614764
665	0.551509992303111		0.641743626891286		1.01556634902954	0.541589932518759	0.647846354017914	0.835985151664192
662	0.556136362523882		0.64809858292058		1.01216089725494	0.546216302739531	0.652106198730669	0.837618632981478
659	0.567751213856866		0.662916023657271		1.00900542736053	0.557831154072515	0.665024098219818	0.838813443852269
656	0.585645410867884		0.685198001412475		1.00634658336639	0.575725351083533	0.685695076312711	0.839622991285668
653	0.618881807524629		0.725957493742283		1.00422203540802	0.608961747740278	0.725179051932005	0.839739849238469
650	0.647513333594305		0.761283540354057		1.00240564346313	0.637593273809954	0.759278408951729	0.83973581533844
647	0.657851373714129		0.774464360003538		1.00099229812622	0.647931313929778	0.771401760660118	0.839940154369519
644	0.660944676619249		0.779192401061305		1.00000286102295	0.651024616834898	0.775367318345638	0.839633811525558
641	0.677895254859624		0.800772300572244		0.999167442321777	0.667975195075272	0.796281496840761	0.838868161228733
638	0.704423738335164		0.83389242220504		0.998183071613312	0.694503678550813	0.828556952270606	0.838208739480818
635	0.733176414611876		0.869535171086056		0.996708512306213	0.723256354827524	0.862858403232415	0.838209782877564
632	0.764555363461101		0.908686890595141		0.994728446006775	0.75463530367675	0.900089573359569	0.838400228168499
629	0.79137037952827		0.942077057698048		0.992607176303864	0.781450319743918	0.931313441611216	0.839084120156124
626	0.821683711011147		0.980200107472474		0.99024510383606	0.811763651226796	0.966848391075544	0.839597664659474
623	0.848940842860241		1.01436434683791		0.987914323806763	0.83902078307589	0.998324022268274	0.840429323907849
620	0.870285830262744		1.04149492076515		0.986040651798248	0.860365770478392	1.02318245609089	0.840872285638529
617	0.882480555250637		1.05742483403157		0.9854616522789	0.872560495466286	1.03827996568603	0.840390380536482
614	0.892446412144409		1.07094826842578		0.986221313476563	0.882526352360058	1.05241744208075	0.838570625183864
611	0.900575957705187		1.08196517969768		0.98754894733429	0.890655897920836	1.06471392713676	0.836521318281236
608	0.914161960763693		1.09987433489955		0.988040208816528	0.904241900979342	1.08293854019447	0.834989122113024
605	0.935878394392739		1.12788888556886		0.987073302268982	0.925958334608387	1.10953118018176	0.834549178200379
602	0.957891277300385		1.15612313685985		0.985228002071381	0.947971217516034	1.13527412410714	0.835015259650688
599	0.991003932807722		1.19811637247086		0.983676254749298	0.981083873023371	1.17479380086033	0.835111550899315
596	1.02837136429903		1.24513515127469		0.982921838760376	1.01845130451468	1.22010859460758	0.834721851002326
593	1.07070060759913		1.29854131713795		0.982796370983124	1.06078054781478	1.27244023646926	0.833658444154686
590	1.10607535416188		1.34316537396647		0.982779562473297	1.09615529437753	1.31627408530172	0.832771310031733
587	1.1423255951059		1.3893009008207		0.982425510883331	1.13240553532155	1.36112460906714	0.831963163238713
584	1.16996723470492		1.4245857609092		0.981722772121429	1.16004717492057	1.39479093372499	0.83169968120061
581	1.19595441721827		1.45798279446716		0.980872988700867	1.18603435743392	1.42634184486092	0.831521813446883
578	1.22147641113485		1.490853961328		0.980064511299133	1.2115563513505	1.45738205709119	0.831323773649761
575	1.24680236165621		1.52309362031783		0.979297995567322	1.23688230187186	1.48781446118898	0.831341766152354
572	1.27742305245182		1.56243761430124		0.978744149208069	1.26750299266747	1.52548072498706	0.830887583111365
569	1.30244982847487		1.59470622989496		0.978414237499237	1.29252976869052	1.5565385941165	0.830387228158751
566	1.33471514817016		1.63570846972136		0.978512525558472	1.32479508838581	1.59681616376497	0.82964784453472
563	1.36719358431968		1.67733333222593		0.979029059410095	1.35727352453533	1.63841103561634	0.82840843660745
560	1.40450399066473		1.72440333936207		0.979763388633728	1.39458393088038	1.68575740969567	0.827274388864852
557	1.45072577545319		1.78245578206223		0.980539977550507	1.44080571566883	1.74401633083947	0.826142330315975
554	1.49378694471472		1.83714069853073		0.98138552904129	1.48386688493036	1.79918723848216	0.824742891230263
551	1.53823468471045		1.89283160406992		0.982206225395203	1.5283146249261	1.85539178622153	0.823715312461571
548	1.59148631566222		1.95970109995751		0.982732713222504	1.58156625587787	1.92210116511822	0.82283195316652
545	1.63498897509532		2.01466215473057		0.982752025127411	1.62506891531097	1.9761520246484	0.822340030038989
542	1.68653713773115		2.07888894890753		0.98248028755188	1.67661707794679	2.03870716447198	0.822392301927793
539	1.72809052959391		2.1299741263157		0.982460975646973	1.71817046980956	2.0888562843163	0.822541255092586
536	1.77900815176595		2.19320376320905		0.983075141906738	1.76908809198159	2.15232157622132	0.821944133035855
533	1.82826732057546		2.25431040358988		0.984184384346008	1.81834726079111	2.21489032675134	0.820964920397729
530	1.89231246344699		2.33375238325291		0.985359311103821	1.88239240366264	2.29581337392	0.819923964659435
527	1.95732810039423		2.41389503429986		0.986159026622772	1.94740804060988	2.37671004991367	0.819371315689359
524	2.02184777176729		2.49300329814392		0.986546039581299	2.01192771198294	2.45568672175086	0.819293313826474
521	2.09313521807667		2.58050620306771		0.986819267272949	2.08321515829232	2.54271638608381	0.819287266835451
518	2.15088243006517		2.65181535805621		0.987286388874054	2.14096237028081	2.61432256658031	0.81893581061855
515	2.22409747646451		2.74050354129558		0.987989187240601	2.21417741668016	2.70380653433792	0.818911186344308
512	2.28796481019368		2.81753557223778		0.988881468772888	2.27804475040933	2.78242396790761	0.818726684604583
509	2.36569324005887		2.91031834774594		0.989948749542236	2.35577318027452	2.87727717722937	0.818750865894324
506	2.45681335688228		3.0202828980878		0.991183400154114	2.44689329709793	2.98986071508284	0.818397086109788
503	2.56624327587861		3.15144885215353		0.992499232292175	2.55632321609426	3.12401197301356	0.818282144299311
500	2.69379696189237		3.30335836082387		0.993805527687073	2.68387690210802	3.27909220597546	0.818481681368158
497	2.92788044484374		3.58639081818902		0.994921982288361	2.91796038505938	3.56437119614292	0.81864660678915
494	3.2595645499637		3.98761723260142		0.99477756023407	3.24964449017935	3.96298482859078	0.819999225516821
491	3.34348235968698		4.08327072343015		0.99443906545639	3.33356229990263	4.05675790453094	0.821730647564504
488	3.45663753501608		4.2103225295631		0.995079815387726	3.44671747523173	4.18579849541517	0.823431294890814
485	3.80644693303238		4.62821060162377		0.996731162071228	3.79652687324802	4.60926694104067	0.823672597359018
482	4.08364746903411		4.95326122288353		0.998053252696991	4.07372740924976	4.93979862469177	0.824674793196444
479	4.19884446564412		5.07527472337255		0.999535739421844	4.18892440585977	5.06909294920716	0.826365672879394
476	4.80882797150753		5.80002965211719		1.00160253047943	4.79890791172318	5.80549094199671	0.826615347378815
473	5.78855557989742		6.96124025538738		1.00434982776642	5.77863552011307	6.98767650238557	0.826975249661351
470	6.50292154383983		7.79523608945724		1.00769698619843	6.49300148405548	7.85137915431487	0.826988654660389
467	6.7455994603506		8.0633393476633		1.01115047931671	6.73567940056625	8.1493794689888	0.826526660857779
464	6.57179721495133		7.83550681683539		1.01387333869934	6.56187715516698	7.94033105828952	0.826398434397334
461	6.33758891510593		7.54904248692536		1.01557767391205	6.32766885532158	7.6627520876341	0.825769747338292
458	6.01786042517257		7.16935202213393		1.01637935638428	6.00794036538822	7.28289140416785	0.824938891983202
455	5.77346618786787		6.88741983331907		1.01623702049255	5.76354612808352	6.99536156527485	0.823909682766635
452	5.4464419338035		6.51681959065929		1.01526415348053	5.43652187401915	6.61240760353234	0.822169805611343
449	4.78334479289842		5.73994023585339		1.0135600566864	4.77342473311407	5.81389495135587	0.821037320600511
446	4.13737779108504		4.98414628135387		1.01131975650787	4.12745773130069	5.0366949784894	0.819477405109529
443	3.87558706947486		4.68814683185303		1.00880837440491	3.8656670096905	4.72558077105952	0.818030036300445
440	3.79198858348077		4.59741798700072		1.00642335414886	3.78206852369642	4.62309694573847	0.818081162494915
437	3.77964581009259		4.58416542357711		1.00464129447937	3.76972575030824	4.60159682056582	0.819221217613044
434	3.88317011387815		4.69932960768725		1.00418722629547	3.8732500540938	4.71516343736302	0.821445556563769
431	4.10606282538986		4.95091025853745		1.00536251068115	4.09614276560551	4.9736117426845	0.823575095428463
428	4.26762068607243		5.13006247950128		1.00732290744781	4.25770062628808	5.16377412421578	0.824532701057038
425	4.29208509027155		5.15557781143058		1.00844466686249	4.2821650304872	5.19525532719635	0.824245347109454
422	4.11430282779834		4.95834337618353		1.00780355930328	4.10438276801399	4.99317893514187	0.821997933846801
419	3.97454674925521		4.8152446951147		1.00541400909424	3.96462668947086	4.83746645158931	0.81956675651328
416	3.56982081093101		4.36146886684977		1.00222516059875	3.55990075114666	4.36733801811247	0.815119126658583
413	3.33352173960959		4.10013811838228		0.998973429203033	3.32360167982524	4.0921056642689	0.812198401631215
410	3.09203596176593		3.83036547541727		0.99567312002182	3.08211590198158	3.80998120295186	0.808958296065515
407	2.93327169238079		3.65304355229769		0.992691278457642	2.92335163259644	3.62254514581648	0.806988323105507
404	2.87130307690575		3.58650523469247		0.990834653377533	2.86138301712139	3.54984144854099	0.806059385637475
401	2.91952420708416		3.64918219977406		0.991027057170868	2.90960414729981	3.61264533762292	0.805394351058632
398	2.96868029819633		3.70606316878505		0.99357545375824	2.95876023841198	3.67845068220189	0.8043495737833
395	2.97269930452793		3.69782564440391		0.998634338378906	2.96277924474358	3.68895359158499	0.803148961131439
392	2.96376502721988		3.6703152807443		1.00611889362335	2.95384496743553	3.68892282961032	0.800733738240754
389	2.99052310816765		3.68329510246978		1.01579105854034	2.9806030483833	3.73757049286625	0.797470724384263
386	3.05270412598559		3.73860124238551		1.02809154987335	3.04278406620124	3.83968952977113	0.792455755239827
383	3.11162310768376		3.79063434764634		1.04228162765503	3.1017030478994	3.94691941213883	0.785854162200539
380	3.15239316367319		3.82318149107098		1.05682492256165	3.14247310388884	4.03638869610123	0.77853580031184
377	3.14972355919167		3.80569633489084		1.07074952125549	3.13980349940732	4.07084944785794	0.771289515769114
374	3.15861754108972		3.80431509710339		1.08323669433594	3.14869748130537	4.11682783705769	0.764835841072178
371	3.17374904737692		3.81276659853447		1.09271693229675	3.16382898759257	4.16209246444848	0.760153459976484
368	3.20536214539513		3.84316161794427		1.09620356559753	3.19544208561078	4.20869196769716	0.759248267665263
365	3.25168344647957		3.89218527497494		1.09079897403717	3.24176338669522	4.24141688864329	0.764311425121941
362	3.31788292131271		3.96468045290792		1.07849431037903	3.30796286152836	4.27175758852236	0.77437981743543
359	3.39848643661563		4.05387002774685		1.06376707553864	3.38856637683128	4.30830210718162	0.786520140076247
356	3.46625836017295		4.12729898253156		1.04688131809235	3.4563383003886	4.31678546902273	0.800674095386787
353	3.53539266165452		4.20217047881442		1.02894842624664	3.52547260187017	4.31987860560093	0.816104553794456
350	3.58048669223605		4.24810128917777		1.01178658008575	3.5705666324517	4.29429946339167	0.831466613563004
347	3.61538976826846		4.28307793698723		0.99670946598053	3.60546970848411	4.26516961613883	0.845328564388504
344	3.65734676272971		4.32514231670196		0.983641147613525	3.64742670294536	4.25062326119249	0.858092208793422
341	3.6804470311921		4.34703217257152		0.971918165683746	3.67052697140775	4.22123971191498	0.869537676585203
338	3.68037156732521		4.34387921848256		0.961340546607971	3.67045150754086	4.17226788260869	0.87972575366995
335	3.64770303718231		4.30914636950025		0.952541172504425	3.63778297739796	4.10099367346439	0.887049156143875
332	3.55005865280685		4.20509486845118		0.944806516170502	3.5401385930225	3.96938497385358	0.891860733171882
329	3.39167783068581		4.03828456638334		0.936610460281372	3.38175777090145	3.77871487626657	0.894949177600478
326	3.23287835622268		3.87111292398492		0.92875337600708	3.22295829643833	3.59175457828165	0.897321413864596
323	3.08710494371923		3.71754426004777		0.921528518199921	3.07718488393487	3.42229608623635	0.899157994046911
320	2.96543332555306		3.58579070832814		0.914670467376709	2.95551326576871	3.27631614385861	0.902084272700227
317	2.88219676582706		3.49763834051631		0.908678650856018	2.87227670604271	3.17475150168538	0.904724890914425
314	2.80016005961189		3.41052801371595		0.903821349143982	2.79023999982754	3.07904883424878	0.906201931190967
311	2.71615445692022		3.31949240616956		0.900331139564514	2.70623439713587	2.98519654250387	0.906551497901032
308	2.61343641533847		3.20891773620124		0.898677170276642	2.60351635555412	2.88034160273974	0.90389152212977
305	2.5254834005532		3.11432360816125		0.899677276611328	2.51556334076885	2.79844284648873	0.898915389294151
302	2.40732453872065		2.98699820583798		0.903549313545227	2.3974044789363	2.69544202320655	0.889429065175847
299	2.27314944160054		2.84024025964705		0.910263776779175	2.26322938181618	2.5818839721952	0.876580592384991
296	2.12657479619013		2.67879600980387		0.922788560390472	2.11665473640578	2.46843052383777	0.857490099869179
293	1.95421777783586		2.48668420637229		0.941053092479706	1.94429771805151	2.3365001689353	0.83214105605543
290	1.78206310323079		2.29390043028715		0.961205065250397	1.77214304344644	2.20122989161368	0.805069497828468
287	1.57233088971337		2.05915712067826		0.979641914367676	1.56241082992902	2.01348723915465	0.775972551276256
284	1.38705278986777		1.85159362053108		0.994526863098145	1.37713273008342	1.83765324144893	0.74939749187806
281	1.21793262452791		1.66225374091656		1.00528156757355	1.20801256474356	1.66718553117144	0.724581962929319
278	1.06475253480796		1.48995161300397		1.01076138019562	1.05483247502361	1.50211706068981	0.702230540234463
275	0.961024163030054		1.37395249847724		1.00567150115967	0.951104103245703	1.37789586407031	0.690258333772871
272	0.889267295335823		1.29621975190064		0.990479826927185	0.879347235551472	1.28008865103756	0.686942451086282
269	0.841073235774979		1.24565460775454		0.969450056552887	0.831153175990628	1.20388955271072	0.690389890101775
266	0.801619961396494		1.20615262121805		0.940096080303192	0.791699901612143	1.13030132073643	0.700432607737132
263	0.756587054471945		1.15697538752783		0.903754353523254	0.746666994687593	1.04216260340863	0.716459209191972
260	0.70685558341822		1.0987174028363		0.865367650985718	0.696935523633869	0.947482475467721	0.735565608524664
257	0.643172690301103		1.01965127156044		0.826433718204498	0.633252630516751	0.83951118098771	0.754311133499986
254	0.582594849356636		0.941663129477046		0.786224722862244	0.572674789572285	0.737349714292968	0.776666456189534
251	0.516307354199145		0.85397708399002		0.746072351932526	0.506387294414793	0.634273248050739	0.798374038272989
248	0.44996019259902		0.763708575439582		0.708929538726807	0.440040132814669	0.538702281338008	0.816852179875151
245	0.388585929843772		0.676184073225836		0.678074300289154	0.37866587005942	0.455907847835761	0.830575459178832
242	0.321449325802954		0.5745107520989		0.653966724872589	0.311529266018603	0.373207987419465	0.834733651261492
239	0.270080022114173		0.491452479115354		0.63483726978302	0.260159962329822	0.309562636718556	0.840411378736092
