wavelength	S-Sdark	Sdark	I	Idark	Wavelength	R	Rdark	Mcorrect	XCorrect	Sc	Ic	Rc	Sc/Rc
726.929	32	4078						0.936093247771263		29.9549839286804			6.98882043814226
728.12	22	4269						0.93748233795166		20.6246114349365			4.8119440246876
729.31	6	3979						0.936461798548698		5.61877079129219			1.31091975335102
730.501	33	4037						0.940944082558155		31.0511547244191			7.24456889319712
731.691	30	4054						0.947644004762173		28.4293201428652			6.63286664182491
732.882	-12	4288						0.948695429444313		-11.3843451533318			-2.65609036118671
734.072	31	4511						0.950611038208008		29.4689421844482			6.8754216633685
735.263	-13	4175						0.952539322674275		-12.3830111947656			-2.88908990670036
736.454	-31	4675						0.955694661736488		-29.6265345138311			-6.91218965146383
737.645	-56	4168						0.961132835149765		-53.8234387683868			-12.5575880731968
738.836	21	4296						0.966259556770325		20.2914506921768			4.73421403445528
740.027	27	4142						0.965026663422585		26.0557199124098			6.07908013864795
741.218	30	4207						0.968652835845947		29.0595850753784			6.77991424005698
742.41	-1	4294						0.972364280819893		-0.972364280819893			-0.226863061428888
743.601	24	3893						0.975263322710991		23.4063197450638			5.46094653916246
744.793	22	4556						0.975372833967209		21.4582023472786			5.00642976432601
745.984	-9	3760						0.981587092399597		-8.83428383159638			-2.06113358450165
747.176	59	4159						0.984719424724579		58.0984460587501			13.5549933262002
748.367	23	4564						0.986225669503212		22.6831903985739			5.29223267277543
749.559	-48	3895						0.991533704936504		-47.5936178369522			-11.1041037396636
750.751	67	4365						0.998243507683277		66.8823150147796			15.6043645771421
751.943	46	4129						1.00300593918562		46.1382732025385			10.7645561588755
753.135	-7	4243						1.00934831798077		-7.06543822586536			-1.64844284994196
754.327	-10	4416						1.01723175132275		-10.1723175132275			-2.3733112562831
755.519	-17	4007						1.02129050779343		-17.3619386324883			-4.05072731300413
756.711	-1	4234						1.02455157959461		-1.02455157959461			-0.239038920416379
757.903	28	3938						1.03400232994556		28.9520652384758			6.75482870385907
759.095	-15	3875						1.03842205166817		-15.5763307750225			-3.63412576454475
760.288	36	4560						1.0411951379776		37.4830249671936			8.7451935076254
761.48	30	4495						1.0439857673645		31.3195730209351			7.30719377328814
762.673	43	3736						1.04726111209393		45.0322278200388			10.5065038563561
763.865	-3	4240						1.05790251135826		-3.17370753407478			-0.740460156200959
765.058	57	4283						1.06507265734673		60.7091414687634			14.1640966888562
766.251	-8	4104						1.06660321748257		-8.53282573986053			-1.99080016426738
767.443	-37	3867						1.06714474976063		-39.4843557411432			-9.2121255363577
768.636	-10	4412						1.07803518629074		-10.7803518629074			-2.51517222006305
769.829	-35	4317						1.07299749743939		-37.5549124103785			-8.76196562252196
771.022	65	3895						1.07688954544067		69.9978204536438			16.3312455575532
772.215	11	4065						1.08426342070103		11.9268976277113			2.78267369806101
773.408	61	3815						1.08922440433502		66.4426886644363			15.5017950137686
774.602	17	4352						1.09875628829002		18.6788569009304			4.35797853142456
775.795	30	4054						1.09847529351711		32.9542588055134			7.68858357634736
776.988	-18	3703						1.10648973369598		-19.9168152065277			-4.64680753992364
778.182	62	4083						1.10890299916267		68.7519859480858			16.0405789467575
779.375	38	4154						1.11324769258499		42.3034123182297			9.86984180384525
780.568	25	4145						1.11452184200287		27.8630460500717			6.50074879583547
781.762	24	3761						1.12487012839317		26.9968830814361			6.29866364458402
782.956	69	4066						1.12527850627899		77.6442169332504			18.1152322264176
784.149	41	3826						1.13951475012302		46.720104755044			10.9003037278072
785.343	67	3881						1.14891079926491		76.9770235507488			17.9595688229945
786.537	98	4539						1.14589951860905		112.298152823687			26.2003687763079
787.731	131	3775						1.15332021522522		151.084948194504			35.2497459638573
788.925	106	3809						1.15303174257278		122.221364712715			28.5155610069957
790.119	78	4332						1.15740005648136		90.2772044055462			21.0626442915145
791.313	101	3863						1.16115129923821		117.276281223059			27.3618197583569
792.507	133	4090						1.1567036588192		153.841586622953			35.8928994048735
793.701	173	4315						1.17259771776199		202.859405172825			47.3292845129453
794.895	80	4295						1.17214623570442		93.7716988563538			21.8779474910396
796.089	83	3909						1.16579594624042		96.7610635379552			22.5753984739405
797.284	158	4047						1.15570373821259		182.601190637589			42.602824831938
798.478	118	4004						1.17285396242142		138.396767565727			32.2894567407897
799.673	-22	4431						1.19798221123219		-26.3556086471081			-6.1490474109796
800.867	67	4123						1		67			15.6318217519457
802.062	79	4314						1		79			18.4315510209509
803.256	47	4007						1		47			10.9656063036037
804.451	32	3608						1		32			7.46594471734721
805.646	19	4067						1		19			4.43290467592491
806.84	-47	4087						1		-47			-10.9656063036037
808.035	26	4152						1		26			6.06608008284461
809.23	39	4382						1		39			9.09912012426692
810.425	40	4161						1		40			9.33243089668402
811.62	42	3342						1		42			9.79905244151822
812.815	-62	3827						1		-62			-14.4652678898602
814.01	1	4156						1		1			0.2333107724171
815.205	-33	4140						1		-33			-7.69925548976432
816.4	52	4119						1		52			12.1321601656892
817.595	-8	3840						1		-8			-1.8664861793368
818.79	1	4402						1		1			0.2333107724171
819.986	-18	4684						1		-18			-4.19959390350781
821.181	67	3648						1		67			15.6318217519457
822.376	-52	3995						1		-52			-12.1321601656892
823.572	21	4476						1		21			4.89952622075911
824.767	47	4080						1		47			10.9656063036037
825.963	35	4041						1		35			8.16587703459852
827.158	27	3980						1		27			6.29939085526171
828.354	15	4715						1		15			3.49966158625651
829.55	5	4505						1		5			1.1665538620855
